"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"A34BHW4C","webpage","","","Le débat CNDP et ses publics à l'épreuve du numérique","","","","","http://bibliotheque.utc.fr/EXPLOITATION/doc/IFD/2014COMP2148/le-debat-cndp-et-ses-publics-a-l-epreuve-du-numerique","L'objectif de cette thèse est d'étudier les débats publics tels qu'organisés par la Commission Nationale du Débat Public (CNDP), et plus particulièrement les usages du numérique pour venir   équiper   les dispositifs participatifs mis en place. Le travail mené en Sciences de l'information et de la Communication (SIC) interroge le rôle de la configuration des dispositifs de médiation dans la constitution des publics. Il s'agit d'observer comment les choix techniques effectués pour organiser la discussion contribuent à la sélection des publics, dans la mesure où ils leur permettent plus ou moins d'exprimer le lien qui les relie à l'objet du débat. Nous parlerons de leur   concernement   pour qualifier ce lien. Pour mener à bien notre enquête, nous avons mis en place une méthodologie originale de comparaison des espaces   en ligne   et   hors ligne  , mobilisée sur trois études de cas : le débat Ivry Paris-XIII sur la rénovation d'un incinérateur de déchets ménagers, celui sur le projet de Parc éolien en mer des Deux Côtes et enfin celui sur le projet CIGEO, le centre d'enfouissement des déchets nucléaires à Bure. L'enjeu de la thèse est de montrer qu'en fonction des situations, la méthodologie du débat public est plus ou moins mise à l'épreuve par l'objet débattu. Les usages du numérique diffèrent également : s'il est parfois porteur d espoirs d'inclusion de nouveaux publics dans le débat, il peut également être utilisé pour contourner l'expression de la critique sociale. Dans ces derniers cas, nous montrerons comment une forme de   gouvernementalité numérique   contribue à mettre à distance les critiques les plus radicales pour que le débat puisse se tenir, malgré tout.","","2017-05-23 06:49:09","2017-05-23 06:49:09","2017-05-19 11:45:09","","","","","","","","","","","","","","fr-FR","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/U57SIZDU/Le débat CNDP et ses publics à l'épreuve du numéri.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKJCBHNE","journalArticle","2016","","Les nouvelles ambitions de la « Civic Tech » française","Le Monde.fr","","","","http://nouveau.europresse.com/Link/TELECOMT_1/news·20161010·LMF·5010742","","2016-10-10","2017-05-23 06:49:09","2017-05-23 06:49:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQVDA7JF","webpage","","","Mr Mondialisation","Tipeee","","","","https://www.tipeee.com/mr-mondialisation/embed/box","homepage_meta_description","","2017-05-23 06:49:09","2017-05-23 06:49:09","2017-05-19 11:31:03","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/MN9FU2K6/Mr Mondialisation.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQDCGJAI","journalArticle","2016","Rolland, Sylvain","Paris accueille le premier incubateur pour les ""Civic Tech""","La Tribune (France)","","","","http://nouveau.europresse.com/Link/TELECOMT_1/news·20161207·TR·933458","","2016-12-07","2017-05-23 06:49:09","2017-05-23 06:49:09","","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/HMFPMUTE/Rolland - 2016 - Paris accueille le premier incubateur pour les Ci.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8V4648V","journalArticle","2016","","Quel est le « potentiel des nouvelles technologies dans l'action publique » ?","Le Monde.fr","","","","http://nouveau.europresse.com/Link/TELECOMT_1/news·20161209·LMF·5046563","","2016-12-09","2017-05-23 06:49:09","2017-05-23 06:49:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48E6MSAX","videoRecording","","TVLaTribune","CITIES FOR LIFE - De nouveaux outils pour une nouvelle démocratie (Forum Smart City)","","","","","https://www.youtube.com/watch?v=fupq-p6HPEs","[#CitiesForLife #ForumSmartCity #SmartCityParis]  Débat De nouveaux outils pour une nouvelle démocratie - Julie de Pimodan, Fondatrice et PDG Fluicity - Charles Deffrennes, Responsable de la Voxe Academy à Voxe.org - Benjamin des Gachons, Directeur France chez Change.org - Pilar Conesa, Fondatrice et PDG à Anteverti - Pauline Véron, Adjointe à la Maire de Paris chargée de la démocratie locale, de la participation citoyenne, de la vie associative, de la jeunesse et de l'emploi. - Alejandro Franco, Directeur de Ruta'N Modération : Sylvain Rolland, Journaliste à La Tribune ------ 21 - 22 NOVEMBRE  2016 Troisième édition du Forum Smart City Paris : ""Cities for Life / La Ville pour tous""  © La Tribune - Marie de Paris","","2017-05-29 11:59:23","2017-05-29 11:59:23","2017-05-23 08:03:55","","","","","","","","","","","","","","","","","","","YouTube","","","","","","","Alejandro Franco; Anteverti; argent; Benjamin des Gachons; bourse; Change.org; Charles Deffrennes; cities for life; crise; économie; emploi; euro; finance; financial; Fluicity; forum smart city; inclusive; innovante; journal; Julie de Pimodan; la tribune; maire de paris; newspaper; paris; Pauline Véron; Pilar Conesa; quotidien; résiliente; Ruta'N; smart city paris; ville; Voxe.org","","","","","","","","","","","","","","","","","","","","","3006 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMM4KVHN","journalArticle","2016","","Civic Tech : « Construire une modernité alternative, synonyme de chance et non de menace »","Le Monde.fr","","","","http://nouveau.europresse.com/Link/TELECOMT_1/news·20161214·LMF·5048803","","2016-12-14","2017-05-29 11:59:23","2017-05-29 11:59:23","","","","","","","","Civic Tech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4N6P2JM","webpage","2013","","Critique du techno-enthousiasme","InaGlobal","","","","http://www.inaglobal.fr/numerique/note-de-lecture/evgeny-morozov/save-everything-click-here/critique-du-techno-enthousiasme","Evgeny Morozov engage une lutte militante contre le techno-enthousiasme autour des nouvelles technologies. Il y aurait, selon lui, une idéologie sous-jacente à la plupart des pratiques et discours sur le numérique, qu'il faut révéler et critiquer.","2013-11-19","2017-05-29 11:59:23","2017-05-29 11:59:23","2017-05-29 10:58:10","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/EWGVP5D6/2013 - Critique du techno-enthousiasme.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQQXPQSU","blogPost","","Dia, Hapsa","Démocratie, technologie & citoyenneté : construire nos institutions numériques | Point d'Aencrage","","","","","http://pointdaencrage.org/2017/05/09/democratie-technologie-citoyennete-construire-nos-institutions-numeriques/","","","2017-05-29 11:59:23","2017-05-29 11:59:23","2017-05-23 08:00:01","","","","","","","Démocratie, technologie & citoyenneté","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/BI6T2GHK/Dia - Démocratie, technologie & citoyenneté  construire.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTQWCS2J","blogPost","2016","Chaput, Valentin","La civic-tech veut inventer la démocratie de l’ère internet","Medium","","","","https://medium.com/@ValentinChaput/civic-tech-1-la-civic-tech-veut-inventer-la-d%C3%A9mocratie-de-l-%C3%A8re-internet-c9e7d5b5d742","civic-tech #1","2016-01-08","2017-05-29 11:59:23","2017-05-29 11:59:23","2017-05-29 10:58:13","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/GNKI5NXD/Chaput - 2016 - La civic-tech veut inventer la démocratie de l’ère.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZ6NB693","webpage","","","“L’open data par défaut ne pourra pas se faire sans médiation numérique”Samuel Goëta","La Gazette des Communes","","","","http://www.lagazettedescommunes.com/506127/lopen-data-par-defaut-ne-pourra-pas-se-faire-sans-mediation-numerique-samuel-goeta/","L’open data fête ses 10 ans en 2017, au mois de décembre, si l’on prend pour acte de naissance une rencontre fondatrice, en Californie. Né par la volonté d’un petit groupe de geeks et de ...","","2017-05-29 11:59:23","2017-05-29 11:59:23","2017-05-29 10:58:17","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/WKIFNMVI/“L’open data par défaut ne pourra pas se faire san.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RETZ552","webpage","","","Liegey Muller Pons","Liegey Muller Pons","","","","http://www.liegeymullerpons.fr/index.php/fr","","","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-28 18:11:26","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/WFJ3QXZJ/fr.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"696IZ929","conferencePaper","2016","Boehner, K.; Disalvo, C.","Data, design and civics: An exploratory study of civic tech","","978-1-4503-3362-7","","10.1145/2858036.2858326","","Civic technology, or civic tech, encompasses a rich body of work, inside and outside HCI, around how we shape technology for, and in turn how technology shapes, how we govern, organize, serve, and identify matters of concern for communities. This study builds on previous work by investigating how civic leaders in a large US city conceptualize civic tech, in particular, how they approach the intersection of data, design and civics. We encountered a range of overlapping voices, from providers, to connectors, to volunteers of civic services and resources. Through this account, we identified different conceptions and expectation of data, design and civics, as well as several shared issues around pressing problems and strategic aspirations. Reflecting on this set of issues produced guiding questions, in particular about the current and possible roles for design, to advance civic tech.","2016","2017-05-29 19:33:10","2017-05-29 19:33:10","","2970-2981","","","","","","Data, design and civics","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1145/2858036.2858326","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/THQ8KIZA/Boehner and Disalvo - 2016 - Data, design and civics An exploratory study of c.html","","","Civic technology; Design; Speculative design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conference on Human Factors in Computing Systems - Proceedings","","","","","","","","","","","","","","",""
"BXEFBKI7","journalArticle","2016","Shiramatsu, S.; Tossavainen, T.; Ozono, T.; Shintani, T.","Developing a goal matching service using linked open data of social issues and their solutions as public goals: Towards facilitating inter-organizational collaboration in public sphere","Transactions of the Japanese Society for Artificial Intelligence","","1346-0714","10.1527/tjsai.31-1_LOD-C","","To address social issues about the sustainability of local societies, inter-organizational collaboration in public sphere is important. Although conventional social networking services (SNSs) have recently been used for public collaboration, the SNSs are not suitable to look for potential collaborators because the conventional SNSs emphasize recency of information and lack a function for sharing information about “who are trying to address what kind of social issues”. We designed a data model for structuring public issues and goals and built a linked open dataset (LOD) based on the above data model. Moreover, we developed a method for calculating similarities of public goals and implemented a Web service for matching public goals for finding potential collaborators. Our method for similarity calculation incorporates surficial features, semantic features, and contextual features. We conducted an experiment to investigate an optimal balance of parameters of the contextual features, which is suitable for facilitating public collaboration. Furthermore, we held a participatory event for trial use by citizens and observed positive feedbacks from the participants. © 2016, Japanese Society for Artificial Intelligence. All rights reserved.","2016","2017-05-29 19:33:10","2017-05-29 19:33:10","","","","1","31","","","Developing a goal matching service using linked open data of social issues and their solutions as public goals","","","","","","","Japanese","","","Scopus","","Scopus","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/J7BIUKJH/Shiramatsu et al. - 2016 - Developing a goal matching service using linked op.html","","","Civic tech; E-participation; Goal matching service; Linked open data; Public collaboration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCXB534B","webpage","","Zwitter, Dirk Helbing,Bruno S. Frey,Gerd Gigerenzer,Ernst Hafen,Michael Hagner,Yvonne Hofstetter,Jeroen van den Hoven,Roberto V. Zicari,Andrej","Will Democracy Survive Big Data and Artificial Intelligence?","Scientific American","","","","https://www.scientificamerican.com/article/will-democracy-survive-big-data-and-artificial-intelligence/","We are in the middle of a technological upheaval that will transform the way society is organized. We must make the right decisions now","","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-24 08:03:52","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/UR2CSGZ4/will-democracy-survive-big-data-and-artificial-intelligence.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5GCNKUQ","webpage","","","Regard de la recherche sur le mouvement Open Gov : tendance, chimère ou vrai renouveau démocratique ?","","","","","https://fr.ogpsummit.org/osem/conference/ogp-summit/program/proposal/705","","","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-28 09:02:40","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/3DPFQF3I/705.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQPVEHVH","book","2013","Simon, Phil","Too Big to Ignore: The Business Case for Big Data","","978-1-118-63817-0","","","","Residents in Boston, Massachusetts are automatically reporting potholes and road hazards via their smartphones. Progressive Insurance tracks real-time customer driving patterns and uses that information to offer rates truly commensurate with individual safety. Google accurately predicts local flu outbreaks based upon thousands of user search queries. Amazon provides remarkably insightful, relevant, and timely product recommendations to its hundreds of millions of customers. Quantcast lets companies target precise audiences and key demographics throughout the Web. NASA runs contests via gamification site TopCoder, awarding prizes to those with the most innovative and cost-effective solutions to its problems. Explorys offers penetrating and previously unknown insights into healthcare behavior.How do these organizations and municipalities do it? Technology is certainly a big part, but in each case the answer lies deeper than that. Individuals at these organizations have realized that they don't have to be Nate Silver to reap massive benefits from today's new and emerging types of data. And each of these organizations has embraced Big Data, allowing them to make astute and otherwise impossible observations, actions, and predictions.It's time to start thinking big.In Too Big to Ignore, recognized technology expert and award-winning author Phil Simon explores an unassailably important trend: Big Data, the massive amounts, new types, and multifaceted sources of information streaming at us faster than ever. Never before have we seen data with the volume, velocity, and variety of today. Big Data is no temporary blip of fad. In fact, it is only going to intensify in the coming years, and its ramifications for the future of business are impossible to overstate.Too Big to Ignore explains why Big Data is a big deal. Simon provides commonsense, jargon-free advice for people and organizations looking to understand and leverage Big Data. Rife with case studies, examples, analysis, and quotes from real-world Big Data practitioners, the book is required reading for chief executives, company owners, industry leaders, and business professionals.","2013-03-18","2017-05-29 19:33:10","2017-05-29 19:33:10","","","256","","","","","Too Big to Ignore","","","","","John Wiley & Sons","","en","","","","","Google Books","","Google-Books-ID: zAemCgAAQBAJ","","","https://books.google.fr/books?id=zAemCgAAQBAJ","","Business & Economics / Management; Business & Economics / Strategic Planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR8TDTTD","conferencePaper","2013","Sagiroglu, S.; Sinanc, D.","Big data: A review","2013 International Conference on Collaboration Technologies and Systems (CTS)","","","10.1109/CTS.2013.6567202","","Big data is a term for massive data sets having large, more varied and complex structure with the difficulties of storing, analyzing and visualizing for further processes or results. The process of research into massive amounts of data to reveal hidden patterns and secret correlations named as big data analytics. These useful informations for companies or organizations with the help of gaining richer and deeper insights and getting an advantage over the competition. For this reason, big data implementations need to be analyzed and executed as accurately as possible. This paper presents an overview of big data's content, scope, samples, methods, advantages and challenges and discusses privacy concern on it.","2013-05","2017-05-29 19:33:10","2017-05-29 19:33:10","","42-47","","","","","","Big data","","","","","","","","","","","","IEEE Xplore","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/48D7762M/6567202.html; /Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/FQ52CG2M/Sagiroglu et Sinanc - 2013 - Big data A review.pdf","","","Big data; big data advantage; big data challenge; big data content; big data method; big data privacy; big data sample; big data scope; data analysis; Data handling; Data models; data privacy; data storage; Data storage systems; data visualization; Information management; Organizations; Security; value; variety; velocity; verification; volume","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 International Conference on Collaboration Technologies and Systems (CTS)","","","","","","","","","","","","","","",""
"V7ZP243Q","webpage","","","Ecole des Données","Ecole des Données","","","","https://ecoledesdonnees.org/","","","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-28 18:13:34","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/CTA3W84Z/ecoledesdonnees.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIJ45XVI","blogPost","2016","","Les Civic Tech survivront-elles aux élections présidentielles de 2017 ?","Civic Tech","","","","http://civictechno.fr/2016/12/22/les-civic-tech-survivront-elles-aux-elections-presidentielles-de-2017/","Intérêt passager, simple outil de campagne électorale ou mouvement durable ? Les civic tech survivront-elles aux élections présidentielles de 2017 ?","2016-12-22","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-28 09:49:52","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/UVWKBM2S/les-civic-tech-survivront-elles-aux-elections-presidentielles-de-2017.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZRGC9N5K","webpage","","Twitter; LinkedIn; Facebook","Design Council","Design Council","","","","http://www.designcouncil.org.uk/","","","2017-05-29 19:33:10","2017-05-29 19:33:10","2017-05-28 18:14:08","","","","","","","","","","","","","","","","","","","","","","","/Users/camilleruppli/Library/Application Support/Zotero/Profiles/bce4a9hx.default/zotero/storage/JH9MASAN/www.designcouncil.org.uk.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
